Business Type,Cargo Type,Total Weight,Date Time,Season,Profit %,Destination,Region Type
Electronics,Home Entertainment Systems,1075,01-03-2016 22:39,Summer,7,Morocco,Africa
Electronics,Home Entertainment Systems,600,25-12-2016 08:02,Winter,22,Malasia ,Asia
Electronics,Home Entertainment Systems,575,25-12-2016 08:02,Winter,12,Malasia ,Asia
Electronics,Home Entertainment Systems,900,25-12-2016 08:02,Winter,11,Malasia ,Asia
Electronics,Home Entertainment Systems,900,25-12-2016 08:02,Winter,18,Malasia ,Asia
Electronics,Home Entertainment Systems,1100,25-12-2016 08:02,Winter,19,Malasia ,Asia
Electronics,Headphones,800,05-11-2016 20:24,Winter,24,Mexico,America
Electronics,Headphones,775,05-11-2016 20:24,Winter,19,Mexico,America
Electronics,Headphones,525,05-11-2016 20:24,Winter,5,Mexico,America
Electronics,Headphones,675,05-11-2016 20:24,Winter,18,Mexico,America
Electronics,Headphones,1150,05-11-2016 20:24,Winter,15,Mexico,America
Electronics,Headphones,800,29-05-2016 01:55,Summer,19,Germany ,Europe
Electronics,Headphones,625,29-05-2016 01:55,Summer,11,Germany ,Europe
Electronics,Headphones,575,29-05-2016 01:55,Summer,17,Germany ,Europe
Electronics,Headphones,1075,29-05-2016 01:55,Summer,7,Germany ,Europe
Electronics,Headphones,975,29-05-2016 01:55,Summer,9,Germany ,Europe
Electronics,Headphones,1200,19-12-2016 18:21,Winter,5,Columbia,America
Electronics,Headphones,1125,19-12-2016 18:21,Winter,19,Columbia,America
Electronics,Headphones,650,19-12-2016 18:21,Winter,21,Columbia,America
Electronics,Headphones,1000,19-12-2016 18:21,Winter,19,Columbia,America
Electronics,Headphones,500,19-12-2016 18:21,Winter,6,Columbia,America
Electronics,Headphones,1150,07-07-2016 06:26,Rainy,12,Brisbane ,Australia
Electronics,Headphones,750,07-07-2016 06:26,Rainy,14,Brisbane ,Australia
Electronics,Headphones,925,07-07-2016 06:26,Rainy,8,Brisbane ,Australia
Electronics,Headphones,725,07-07-2016 06:26,Rainy,11,Brisbane ,Australia
Electronics,Headphones,1225,07-07-2016 06:26,Rainy,13,Brisbane ,Australia
Electronics,Headphones,1075,11-06-2016 05:37,Rainy,20,Brazil,America
Electronics,Headphones,1150,11-06-2016 05:37,Rainy,16,Brazil,America
Electronics,Headphones,1175,11-06-2016 05:37,Rainy,19,Brazil,America
Electronics,Headphones,1075,11-06-2016 05:37,Rainy,6,Brazil,America
Electronics,Headphones,675,11-06-2016 05:37,Rainy,15,Brazil,America
Electronics,Headphones,1025,30-08-2016 22:57,Rainy,9,Morocco,Africa
Electronics,Headphones,550,30-08-2016 22:57,Rainy,12,Morocco,Africa
Electronics,Headphones,950,30-08-2016 22:57,Rainy,21,Morocco,Africa
Electronics,Headphones,975,30-08-2016 22:57,Rainy,14,Morocco,Africa
Electronics,Headphones,975,30-08-2016 22:57,Rainy,8,Morocco,Africa
Electronics,Headphones,925,21-01-2016 04:04,Winter,5,Malasia ,Asia
Electronics,Headphones,1025,21-01-2016 04:04,Winter,24,Malasia ,Asia
Electronics,Headphones,500,21-01-2016 04:04,Winter,17,Malasia ,Asia
Electronics,Headphones,675,21-01-2016 04:04,Winter,8,Malasia ,Asia
Electronics,Headphones,700,21-01-2016 04:04,Winter,18,Malasia ,Asia
Electronics,Headphones,1175,07-10-2016 11:04,Winter,18,Malasia ,Asia
Electronics,Headphones,825,07-10-2016 11:04,Winter,18,Malasia ,Asia
Electronics,Headphones,700,07-10-2016 11:04,Winter,11,Malasia ,Asia
Electronics,Headphones,850,07-10-2016 11:04,Winter,13,Malasia ,Asia
Electronics,Headphones,575,07-10-2016 11:04,Winter,16,Malasia ,Asia
Electronics,Headphones,775,22-12-2016 14:37,Winter,11,Sydney,Australia
Electronics,Headphones,675,22-12-2016 14:37,Winter,21,Sydney,Australia
Electronics,Headphones,1000,22-12-2016 14:37,Winter,24,Sydney,Australia
Electronics,Headphones,925,22-12-2016 14:37,Winter,13,Sydney,Australia
Electronics,Headphones,675,22-12-2016 14:37,Winter,19,Sydney,Australia
Electronics,Headphones,725,14-06-2016 12:51,Rainy,8,Mexico,America
Electronics,Headphones,1225,14-06-2016 12:51,Rainy,16,Mexico,America
Electronics,Headphones,750,14-06-2016 12:51,Rainy,10,Mexico,America
Electronics,Headphones,625,14-06-2016 12:51,Rainy,22,Mexico,America
Electronics,Headphones,1000,14-06-2016 12:51,Rainy,9,Mexico,America
Electronics,Speakers,1150,11-11-2016 18:21,Winter,7,Mexico,America
Electronics,Speakers,975,11-11-2016 18:21,Winter,22,Mexico,America
Electronics,Speakers,525,11-11-2016 18:21,Winter,8,Mexico,America
Electronics,Speakers,1200,11-11-2016 18:21,Winter,12,Mexico,America
Electronics,Speakers,750,11-11-2016 18:21,Winter,14,Mexico,America
Electronics,Speakers,625,25-10-2016 18:58,Winter,7,Japan,Asia
Electronics,Speakers,1025,25-10-2016 18:58,Winter,23,Japan,Asia
Electronics,Speakers,650,25-10-2016 18:58,Winter,6,Japan,Asia
Electronics,Speakers,825,25-10-2016 18:58,Winter,10,Japan,Asia
Electronics,Speakers,1175,25-10-2016 18:58,Winter,21,Japan,Asia
Electronics,Speakers,675,17-11-2016 19:02,Winter,16,Japan,Asia
Electronics,Speakers,625,17-11-2016 19:02,Winter,14,Japan,Asia
Electronics,Speakers,1025,17-11-2016 19:02,Winter,13,Japan,Asia
Electronics,Speakers,850,17-11-2016 19:02,Winter,5,Japan,Asia
Electronics,Speakers,1175,17-11-2016 19:02,Winter,10,Japan,Asia
Electronics,Speakers,725,19-01-2016 01:55,Winter,18,Columbia,America
Electronics,Speakers,575,19-01-2016 01:55,Winter,25,Columbia,America
Electronics,Speakers,600,19-01-2016 01:55,Winter,17,Columbia,America
Electronics,Speakers,500,19-01-2016 01:55,Winter,5,Columbia,America
Electronics,Speakers,1075,19-01-2016 01:55,Winter,8,Columbia,America
Electronics,Speakers,1025,04-06-2016 15:03,Rainy,15,Russia,America
Electronics,Speakers,1150,04-06-2016 15:03,Rainy,15,Russia,America
Electronics,Speakers,1225,04-06-2016 15:03,Rainy,20,Russia,America
Electronics,Speakers,725,04-06-2016 15:03,Rainy,19,Russia,America
Electronics,Speakers,550,04-06-2016 15:03,Rainy,6,Russia,America
Electronics,Speakers,925,03-07-2016 01:28,Rainy,12,China,Asia
Electronics,Speakers,675,03-07-2016 01:28,Rainy,21,China,Asia
Electronics,Speakers,750,03-07-2016 01:28,Rainy,18,China,Asia
Electronics,Speakers,525,03-07-2016 01:28,Rainy,5,China,Asia
Electronics,Speakers,800,03-07-2016 01:28,Rainy,11,China,Asia
Electronics,Speakers,600,25-02-2016 05:02,Summer,8,Russia,America
Electronics,Speakers,650,25-02-2016 05:02,Summer,6,Russia,America
Electronics,Speakers,950,25-02-2016 05:02,Summer,25,Russia,America
Electronics,Speakers,650,25-02-2016 05:02,Summer,5,Russia,America
Electronics,Speakers,675,25-02-2016 05:02,Summer,24,Russia,America
Electronics,Speakers,550,14-03-2016 02:08,Summer,9,Germany ,Europe
Electronics,Speakers,975,14-03-2016 02:08,Summer,5,Germany ,Europe
Electronics,Speakers,625,14-03-2016 02:08,Summer,6,Germany ,Europe
Electronics,Speakers,1075,14-03-2016 02:08,Summer,18,Germany ,Europe
Electronics,Speakers,975,14-03-2016 02:08,Summer,21,Germany ,Europe
Electronics,Speakers,675,30-03-2016 12:18,Summer,21,South Africa,Africa
Electronics,Speakers,500,30-03-2016 12:18,Summer,10,South Africa,Africa
Electronics,Speakers,1150,30-03-2016 12:18,Summer,6,South Africa,Africa
Electronics,Speakers,1125,30-03-2016 12:18,Summer,24,South Africa,Africa
Electronics,Speakers,550,30-03-2016 12:18,Summer,10,South Africa,Africa
Electronics,Speakers,725,09-10-2016 02:30,Winter,5,India,Asia
Electronics,Speakers,800,09-10-2016 02:30,Winter,25,India,Asia
Electronics,Speakers,675,09-10-2016 02:30,Winter,20,India,Asia
Electronics,Speakers,525,09-10-2016 02:30,Winter,25,India,Asia
Electronics,Speakers,600,09-10-2016 02:30,Winter,23,India,Asia
Electronics,Home Audio & Theater,1225,13-01-2016 23:26,Winter,10,Singapore,Asia
Electronics,Home Audio & Theater,1000,13-01-2016 23:26,Winter,18,Singapore,Asia
Electronics,Home Audio & Theater,975,13-01-2016 23:26,Winter,17,Singapore,Asia
Electronics,Home Audio & Theater,950,13-01-2016 23:26,Winter,14,Singapore,Asia
Electronics,Home Audio & Theater,1100,13-01-2016 23:26,Winter,21,Singapore,Asia
Electronics,Home Audio & Theater,575,08-07-2016 15:51,Rainy,17,Brazil,America
Electronics,Home Audio & Theater,1100,08-07-2016 15:51,Rainy,23,Brazil,America
Electronics,Home Audio & Theater,675,08-07-2016 15:51,Rainy,19,Brazil,America
Electronics,Home Audio & Theater,600,08-07-2016 15:51,Rainy,5,Brazil,America
Electronics,Home Audio & Theater,1200,08-07-2016 15:51,Rainy,25,Brazil,America
Electronics,Home Audio & Theater,1075,18-03-2016 14:27,Summer,17,Brazil,America
Electronics,Home Audio & Theater,1000,18-03-2016 14:27,Summer,11,Brazil,America
Electronics,Home Audio & Theater,950,18-03-2016 14:27,Summer,22,Brazil,America
Electronics,Home Audio & Theater,975,18-03-2016 14:27,Summer,23,Brazil,America
Electronics,Home Audio & Theater,675,18-03-2016 14:27,Summer,19,Brazil,America
Electronics,Home Audio & Theater,525,01-05-2016 08:52,Summer,6,Kenya,Africa
Electronics,Home Audio & Theater,975,01-05-2016 08:52,Summer,22,Kenya,Africa
Electronics,Home Audio & Theater,525,01-05-2016 08:52,Summer,13,Kenya,Africa
Electronics,Home Audio & Theater,800,01-05-2016 08:52,Summer,17,Kenya,Africa
Electronics,Home Audio & Theater,750,01-05-2016 08:52,Summer,13,Kenya,Africa
Electronics,Home Audio & Theater,1150,22-04-2016 07:23,Summer,5,Russia,America
Electronics,Home Audio & Theater,975,22-04-2016 07:23,Summer,25,Russia,America
Electronics,Home Audio & Theater,925,22-04-2016 07:23,Summer,16,Russia,America
Electronics,Home Audio & Theater,725,22-04-2016 07:23,Summer,7,Russia,America
Electronics,Home Audio & Theater,600,22-04-2016 07:23,Summer,6,Russia,America
Electronics,Home Audio & Theater,1000,30-10-2016 10:37,Winter,16,Germany ,Europe
Electronics,Home Audio & Theater,700,30-10-2016 10:37,Winter,12,Germany ,Europe
Electronics,Home Audio & Theater,1150,30-10-2016 10:37,Winter,6,Germany ,Europe
Electronics,Home Audio & Theater,1225,30-10-2016 10:37,Winter,17,Germany ,Europe
Electronics,Home Audio & Theater,500,30-10-2016 10:37,Winter,15,Germany ,Europe
Electronics,Home Audio & Theater,1150,23-03-2016 06:54,Summer,24,Argentina,America
Electronics,Home Audio & Theater,875,23-03-2016 06:54,Summer,7,Argentina,America
Electronics,Home Audio & Theater,850,23-03-2016 06:54,Summer,18,Argentina,America
Electronics,Home Audio & Theater,950,23-03-2016 06:54,Summer,14,Argentina,America
Electronics,Home Audio & Theater,550,23-03-2016 06:54,Summer,10,Argentina,America
Electronics,Home Audio & Theater,625,17-06-2016 06:42,Rainy,9,Morocco,Africa
Electronics,Home Audio & Theater,850,17-06-2016 06:42,Rainy,22,Morocco,Africa
Electronics,Home Audio & Theater,775,17-06-2016 06:42,Rainy,11,Morocco,Africa
Electronics,Home Audio & Theater,750,17-06-2016 06:42,Rainy,22,Morocco,Africa
Electronics,Home Audio & Theater,1125,17-06-2016 06:42,Rainy,9,Morocco,Africa
Electronics,Home Audio & Theater,1150,22-01-2016 21:27,Winter,21,Malasia ,Asia
Electronics,Home Audio & Theater,750,22-01-2016 21:27,Winter,23,Malasia ,Asia
Electronics,Home Audio & Theater,575,22-01-2016 21:27,Winter,12,Malasia ,Asia
Electronics,Home Audio & Theater,1175,22-01-2016 21:27,Winter,16,Malasia ,Asia
Electronics,Home Audio & Theater,925,22-01-2016 21:27,Winter,14,Malasia ,Asia
Electronics,Home Audio & Theater,1150,22-07-2016 08:31,Rainy,24,Brazil,America
Electronics,Home Audio & Theater,850,22-07-2016 08:31,Rainy,9,Brazil,America
Electronics,Home Audio & Theater,875,22-07-2016 08:31,Rainy,10,Brazil,America
Electronics,Home Audio & Theater,875,22-07-2016 08:31,Rainy,13,Brazil,America
Electronics,Home Audio & Theater,525,22-07-2016 08:31,Rainy,16,Brazil,America
Electronics,Cameras,750,18-09-2016 07:55,Rainy,17,Brazil,America
Electronics,Cameras,625,18-09-2016 07:55,Rainy,5,Brazil,America
Electronics,Cameras,1000,18-09-2016 07:55,Rainy,22,Brazil,America
Electronics,Cameras,1125,18-09-2016 07:55,Rainy,18,Brazil,America
Electronics,Cameras,975,18-09-2016 07:55,Rainy,17,Brazil,America
Electronics,Cameras,600,16-04-2016 22:55,Summer,11,Germany ,Europe
Electronics,Cameras,1125,16-04-2016 22:55,Summer,18,Germany ,Europe
Electronics,Cameras,800,16-04-2016 22:55,Summer,13,Germany ,Europe
Electronics,Cameras,800,16-04-2016 22:55,Summer,17,Germany ,Europe
Electronics,Cameras,1000,16-04-2016 22:55,Summer,17,Germany ,Europe
Electronics,Cameras,675,17-04-2016 12:11,Summer,11,Japan,Asia
Electronics,Cameras,800,17-04-2016 12:11,Summer,25,Japan,Asia
Electronics,Cameras,1100,17-04-2016 12:11,Summer,5,Japan,Asia
Electronics,Cameras,1025,17-04-2016 12:11,Summer,22,Japan,Asia
Electronics,Cameras,500,17-04-2016 12:11,Summer,12,Japan,Asia
Electronics,Cameras,550,08-06-2016 05:55,Rainy,24,Brazil,America
Electronics,Cameras,1125,08-06-2016 05:55,Rainy,15,Brazil,America
Electronics,Cameras,975,08-06-2016 05:55,Rainy,20,Brazil,America
Electronics,Cameras,1100,08-06-2016 05:55,Rainy,25,Brazil,America
Electronics,Cameras,800,08-06-2016 05:55,Rainy,11,Brazil,America
Electronics,Cameras,750,23-06-2016 22:46,Rainy,20,Italy,America
Electronics,Cameras,1200,23-06-2016 22:46,Rainy,10,Italy,America
Electronics,Cameras,650,23-06-2016 22:46,Rainy,14,Italy,America
Electronics,Cameras,850,23-06-2016 22:46,Rainy,12,Italy,America
Electronics,Cameras,1125,23-06-2016 22:46,Rainy,5,Italy,America
Electronics,Cameras,575,22-11-2016 00:25,Winter,12,India,Asia
Electronics,Cameras,775,22-11-2016 00:25,Winter,17,India,Asia
Electronics,Cameras,1175,22-11-2016 00:25,Winter,10,India,Asia
Electronics,Cameras,875,22-11-2016 00:25,Winter,14,India,Asia
Electronics,Cameras,850,22-11-2016 00:25,Winter,22,India,Asia
Electronics,Cameras,675,12-11-2016 11:02,Winter,18,Brisbane ,Australia
Electronics,Cameras,500,12-11-2016 11:02,Winter,14,Brisbane ,Australia
Electronics,Cameras,500,12-11-2016 11:02,Winter,16,Brisbane ,Australia
Electronics,Cameras,1050,12-11-2016 11:02,Winter,21,Brisbane ,Australia
Electronics,Cameras,625,12-11-2016 11:02,Winter,12,Brisbane ,Australia
Electronics,Cameras,600,10-03-2016 02:26,Summer,10,Kenya,Africa
Electronics,Cameras,825,10-03-2016 02:26,Summer,7,Kenya,Africa
Electronics,Cameras,800,10-03-2016 02:26,Summer,14,Kenya,Africa
Electronics,Cameras,1000,10-03-2016 02:26,Summer,18,Kenya,Africa
Electronics,Cameras,575,10-03-2016 02:26,Summer,20,Kenya,Africa
Electronics,Cameras,650,13-05-2016 17:49,Summer,5,Kenya,Africa
Electronics,Cameras,950,13-05-2016 17:49,Summer,15,Kenya,Africa
Electronics,Cameras,850,13-05-2016 17:49,Summer,23,Kenya,Africa
Electronics,Cameras,675,13-05-2016 17:49,Summer,7,Kenya,Africa
Electronics,Cameras,700,13-05-2016 17:49,Summer,10,Kenya,Africa
Electronics,Cameras,600,06-12-2016 06:20,Winter,13,Brazil,America
Electronics,Cameras,1050,06-12-2016 06:20,Winter,6,Brazil,America
Electronics,Cameras,1050,06-12-2016 06:20,Winter,20,Brazil,America
Electronics,Cameras,925,06-12-2016 06:20,Winter,8,Brazil,America
Electronics,Cameras,775,06-12-2016 06:20,Winter,11,Brazil,America
Electronics,DSLR Cameras,675,22-06-2016 01:49,Rainy,12,Brisbane ,Australia
Electronics,DSLR Cameras,1025,22-06-2016 01:49,Rainy,8,Brisbane ,Australia
Electronics,DSLR Cameras,1125,22-06-2016 01:49,Rainy,13,Brisbane ,Australia
Electronics,DSLR Cameras,650,22-06-2016 01:49,Rainy,5,Brisbane ,Australia
Electronics,DSLR Cameras,1175,22-06-2016 01:49,Rainy,13,Brisbane ,Australia
Electronics,DSLR Cameras,850,16-11-2016 15:49,Winter,9,Panama,America
Electronics,DSLR Cameras,900,16-11-2016 15:49,Winter,13,Panama,America
Electronics,DSLR Cameras,700,16-11-2016 15:49,Winter,21,Panama,America
Electronics,DSLR Cameras,775,16-11-2016 15:49,Winter,20,Panama,America
Electronics,DSLR Cameras,1075,16-11-2016 15:49,Winter,10,Panama,America
Electronics,DSLR Cameras,775,22-10-2016 01:22,Winter,24,Belgium ,Europe
Electronics,DSLR Cameras,1025,22-10-2016 01:22,Winter,8,Belgium ,Europe
Electronics,DSLR Cameras,1175,22-10-2016 01:22,Winter,9,Belgium ,Europe
Electronics,DSLR Cameras,1075,22-10-2016 01:22,Winter,11,Belgium ,Europe
Electronics,DSLR Cameras,850,22-10-2016 01:22,Winter,21,Belgium ,Europe
Electronics,DSLR Cameras,1200,13-10-2016 08:42,Winter,18,Brazil,America
Electronics,DSLR Cameras,1150,13-10-2016 08:42,Winter,19,Brazil,America
Electronics,DSLR Cameras,950,13-10-2016 08:42,Winter,9,Brazil,America
Electronics,DSLR Cameras,875,13-10-2016 08:42,Winter,20,Brazil,America
Electronics,DSLR Cameras,1175,13-10-2016 08:42,Winter,18,Brazil,America
Electronics,DSLR Cameras,550,06-09-2016 00:10,Rainy,11,Columbia,America
Electronics,DSLR Cameras,650,06-09-2016 00:10,Rainy,9,Columbia,America
Electronics,DSLR Cameras,1225,06-09-2016 00:10,Rainy,19,Columbia,America
Electronics,DSLR Cameras,500,06-09-2016 00:10,Rainy,24,Columbia,America
Electronics,DSLR Cameras,1125,06-09-2016 00:10,Rainy,8,Columbia,America
Electronics,DSLR Cameras,675,12-02-2016 23:45,Summer,22,France ,Europe
Electronics,DSLR Cameras,600,12-02-2016 23:45,Summer,16,France ,Europe
Electronics,DSLR Cameras,975,12-02-2016 23:45,Summer,14,France ,Europe
Electronics,DSLR Cameras,1200,12-02-2016 23:45,Summer,15,France ,Europe
Electronics,DSLR Cameras,1225,12-02-2016 23:45,Summer,24,France ,Europe
Electronics,DSLR Cameras,1125,01-04-2016 03:20,Summer,22,Japan,Asia
Electronics,DSLR Cameras,1100,01-04-2016 03:20,Summer,18,Japan,Asia
Electronics,DSLR Cameras,775,01-04-2016 03:20,Summer,23,Japan,Asia
Electronics,DSLR Cameras,925,01-04-2016 03:20,Summer,23,Japan,Asia
Electronics,DSLR Cameras,950,01-04-2016 03:20,Summer,5,Japan,Asia
Electronics,DSLR Cameras,1100,06-05-2016 07:04,Summer,23,Columbia,America
Electronics,DSLR Cameras,825,06-05-2016 07:04,Summer,11,Columbia,America
Electronics,DSLR Cameras,1200,06-05-2016 07:04,Summer,13,Columbia,America
Electronics,DSLR Cameras,700,06-05-2016 07:04,Summer,6,Columbia,America
Electronics,DSLR Cameras,850,06-05-2016 07:04,Summer,12,Columbia,America
Electronics,DSLR Cameras,1225,07-05-2016 02:51,Summer,10,Columbia,America
Electronics,DSLR Cameras,625,07-05-2016 02:51,Summer,19,Columbia,America
Electronics,DSLR Cameras,575,07-05-2016 02:51,Summer,10,Columbia,America
Electronics,DSLR Cameras,975,07-05-2016 02:51,Summer,6,Columbia,America
Electronics,DSLR Cameras,1200,07-05-2016 02:51,Summer,18,Columbia,America
Electronics,DSLR Cameras,1000,20-04-2016 04:52,Summer,19,China,Asia
Electronics,DSLR Cameras,650,20-04-2016 04:52,Summer,10,China,Asia
Electronics,DSLR Cameras,950,20-04-2016 04:52,Summer,19,China,Asia
Electronics,DSLR Cameras,800,20-04-2016 04:52,Summer,8,China,Asia
Electronics,DSLR Cameras,575,20-04-2016 04:52,Summer,12,China,Asia
Electronics,Security Cameras,850,27-10-2016 15:17,Winter,23,Nigeria,Africa
Electronics,Security Cameras,900,27-10-2016 15:17,Winter,11,Nigeria,Africa
